#Zeit [s]	longitude [1e6]	Latitude [1e5]	GPSSpeed [1e2 km/h] 	Tacho [1e2 km/h] 	Temperatur [10 C] 	Druck [Pa] 	HoeheSee [10 m]
57760	9950420	0	5155956	0	187	99496	38
57761	9950441	0	5155956	0	187	99502	33
57762	9950462	0	5155956	0	187	99491	43
57763	9950480	0	5155955	0	187	99491	43
57764	9950495	0	5155954	0	187	99497	38
57765	9950510	0	5155954	0	187	99496	38
57766	9950524	0	5155953	0	186	99485	48
57767	9950541	0	5155953	0	186	99481	51
57768	9950557	0	5155952	0	186	99488	45
57769	9950575	0	5155952	0	186	99488	45
57770	9950596	0	5155952	0	186	99489	44
57771	9950623	0	5155952	0	186	99499	36
57772	9950655	0	5155953	0	186	99491	43
57773	9950689	0	5155952	0	186	99498	37
57774	9950725	0	5155952	0	186	99493	41
57775	9950756	0	5155951	0	186	99498	37
57776	9950783	0	5155951	0	186	99507	29
57777	9950809	0	5155950	0	186	99495	39
57778	9950836	0	5155949	0	186	99501	34
57779	9950860	0	5155948	0	186	99503	33
57780	9950885	0	5155948	0	186	99489	44
57781	9950910	0	5155947	0	186	99494	40
57782	9950933	0	5155947	0	185	99489	44
57783	9950957	0	5155946	0	186	99494	40
57784	9950982	0	5155945	0	185	99493	41
57785	9951007	0	5155944	0	185	99496	38
57786	9951033	0	5155943	0	185	99488	45
57787	9951059	0	5155942	0	185	99491	43
57788	9951086	0	5155942	0	185	99490	44
57789	9951113	0	5155941	0	185	99491	43
57790	9951138	0	5155940	0	185	99505	31
57791	9951164	0	5155939	0	185	99499	36
57792	9951187	0	5155939	0	185	99496	38
57793	9951205	0	5155938	0	185	99497	38
57794	9951221	0	5155937	0	185	99496	38
57795	9951237	0	5155936	0	185	99491	43
57796	9951253	0	5155935	0	185	99492	42
57797	9951270	0	5155935	0	185	99494	40
57798	9951288	0	5155934	0	185	99491	43
57799	9951308	0	5155933	0	185	99492	42
57800	9951326	0	5155933	0	184	99490	44
57801	9951344	0	5155932	0	184	99486	47
57802	9951363	0	5155932	0	184	99500	35
57803	9951382	0	5155931	0	184	99491	43
57804	9951401	0	5155931	0	184	99485	48
57805	9951424	0	5155931	0	184	99485	48
57806	9951447	0	5155931	0	184	99484	49
57807	9951471	0	5155932	0	184	99480	52
57808	9951496	0	5155932	0	184	99487	46
57809	9951523	0	5155933	0	184	99477	55
57810	9951550	0	5155933	0	184	99474	57
57811	9951578	0	5155934	0	184	99485	48
57812	9951605	0	5155934	0	184	99486	47
57813	9951630	0	5155935	0	184	99492	42
57814	9951653	0	5155935	0	183	99489	44
57815	9951676	0	5155936	0	183	99483	50
57816	9951698	0	5155936	0	183	99485	48
57817	9951719	0	5155936	0	183	99495	39
57818	9951741	0	5155937	0	183	99495	39
57819	9951763	0	5155937	0	183	99499	36
57820	9951786	0	5155937	0	183	99497	38
57821	9951811	0	5155938	0	183	99501	34
57822	9951834	0	5155938	0	183	99494	40
57823	9951856	0	5155939	0	183	99492	42
57824	9951878	0	5155939	0	183	99488	45
57825	9951899	0	5155940	0	183	99482	50
57826	9951920	0	5155940	0	183	99470	61
57827	9951942	0	5155941	0	183	99482	50
57828	9951964	0	5155942	0	183	99477	55
57829	9951985	0	5155942	0	183	99475	56
57830	9952007	0	5155942	0	183	99476	55
57831	9952028	0	5155943	0	182	99480	52
57832	9952048	0	5155944	0	182	99478	54
57833	9952068	0	5155944	0	182	99485	48
57834	9952088	0	5155945	0	182	99483	50
57835	9952110	0	5155946	0	182	99487	46
57836	9952132	0	5155946	0	182	99488	45
57837	9952156	0	5155947	0	182	99488	45
57838	9952179	0	5155948	0	182	99493	41
57839	9952202	0	5155948	0	182	99489	44
57840	9952223	0	5155948	0	182	99486	47
57841	9952244	0	5155949	0	182	99493	41
57842	9952266	0	5155950	0	182	99487	46
57843	9952288	0	5155950	0	182	99485	48
57844	9952309	0	5155950	0	182	99487	46
57845	9952329	0	5155951	0	182	99485	48
57846	9952349	0	5155951	0	182	99478	54
57847	9952368	0	5155951	0	182	99475	56
57848	9952387	0	5155951	0	182	99481	51
57849	9952409	0	5155951	0	181	99464	66
57850	9952431	0	5155951	0	181	99474	57
57851	9952452	0	5155951	0	181	99472	59
57852	9952470	0	5155951	0	181	99473	58
57853	9952486	0	5155951	0	181	99471	60
57854	9952500	0	5155950	0	181	99474	57
57855	9952515	0	5155950	0	181	99474	57
57856	9952528	0	5155949	0	181	99475	56
57857	9952541	0	5155949	0	181	99481	51
57858	9952555	0	5155949	0	181	99471	60
57859	9952568	0	5155949	0	181	99481	51
57860	9952581	0	5155948	0	181	99474	57
57861	9952597	0	5155948	0	181	99477	55
57862	9952611	0	5155948	0	181	99478	54
57863	9952628	0	5155948	0	181	99476	55
57864	9952645	0	5155948	0	180	99473	58
57865	9952663	0	5155948	0	180	99474	57
57866	9952682	0	5155948	0	180	99470	61
57867	9952702	0	5155948	0	180	99466	64
57868	9952724	0	5155948	0	180	99464	66
57869	9952745	0	5155948	0	180	99456	72
57870	9952770	0	5155948	0	180	99454	74
57871	9952795	0	5155948	0	180	99466	64
57872	9952819	0	5155949	0	180	99466	64
57873	9952843	0	5155950	0	180	99464	66
57874	9952865	0	5155951	0	180	99466	64
57875	9952887	0	5155952	0	180	99466	64
57876	9952906	0	5155953	0	180	99464	66
57877	9952926	0	5155954	0	180	99457	72
57878	9952944	0	5155954	0	180	99466	64
57879	9952961	0	5155955	0	180	99461	68
57880	9952979	0	5155955	0	179	99459	70
57881	9952997	0	5155956	0	179	99464	66
57882	9953017	0	5155955	0	179	99464	66
57883	9953036	0	5155955	0	179	99454	74
57884	9953055	0	5155955	0	179	99453	75
57885	9953074	0	5155955	0	179	99441	85
57886	9953095	0	5155954	0	179	99451	77
57887	9953117	0	5155954	0	179	99453	75
57888	9953140	0	5155954	0	179	99442	84
